361424 , 4.77006e+06
361424 , 4.77006e+06
361424 , 4.77006e+06
361424 , 4.77006e+06
361424 , 4.77006e+06
361424 , 4.77006e+06
361424 , 4.77005e+06
361424 , 4.77005e+06
361424 , 4.77005e+06
361424 , 4.77005e+06
361423 , 4.77005e+06
361423 , 4.77005e+06
361423 , 4.77005e+06
361423 , 4.77005e+06
361423 , 4.77005e+06
361423 , 4.77005e+06
361423 , 4.77005e+06
361423 , 4.77005e+06
361423 , 4.77005e+06
361422 , 4.77005e+06
361422 , 4.77005e+06
361422 , 4.77005e+06
361422 , 4.77005e+06
361422 , 4.77005e+06
361422 , 4.77005e+06
361422 , 4.77005e+06
361422 , 4.77005e+06
361422 , 4.77004e+06
361421 , 4.77004e+06
361421 , 4.77004e+06
361421 , 4.77004e+06
361421 , 4.77004e+06
361421 , 4.77004e+06
361421 , 4.77004e+06
361421 , 4.77004e+06
361421 , 4.77004e+06
361421 , 4.77004e+06
361420 , 4.77004e+06
361420 , 4.77004e+06
361420 , 4.77004e+06
361420 , 4.77004e+06
361420 , 4.77004e+06
361420 , 4.77004e+06
361420 , 4.77004e+06
361420 , 4.77004e+06
361420 , 4.77004e+06
361419 , 4.77004e+06
361419 , 4.77003e+06
361419 , 4.77003e+06
361419 , 4.77003e+06
361419 , 4.77003e+06
361419 , 4.77003e+06
361419 , 4.77003e+06
361419 , 4.77003e+06
361418 , 4.77003e+06
361418 , 4.77003e+06
361418 , 4.77003e+06
361418 , 4.77003e+06
361418 , 4.77003e+06
361418 , 4.77003e+06
361418 , 4.77003e+06
361418 , 4.77003e+06
361418 , 4.77003e+06
361417 , 4.77003e+06
361417 , 4.77003e+06
361417 , 4.77003e+06
361417 , 4.77003e+06
361417 , 4.77003e+06
361417 , 4.77002e+06
361417 , 4.77002e+06
361417 , 4.77002e+06
361417 , 4.77002e+06
361416 , 4.77002e+06
361416 , 4.77002e+06
361416 , 4.77002e+06
361416 , 4.77002e+06
361416 , 4.77002e+06
361416 , 4.77002e+06
361416 , 4.77002e+06
361416 , 4.77002e+06
361416 , 4.77002e+06
361415 , 4.77002e+06
361415 , 4.77002e+06
361415 , 4.77002e+06
361415 , 4.77002e+06
361415 , 4.77002e+06
361415 , 4.77002e+06
361415 , 4.77002e+06
361415 , 4.77001e+06
361415 , 4.77001e+06
361414 , 4.77001e+06
361414 , 4.77001e+06
361414 , 4.77001e+06
361414 , 4.77001e+06
361414 , 4.77001e+06
361414 , 4.77001e+06
361414 , 4.77001e+06
361414 , 4.77001e+06
361414 , 4.77001e+06
361413 , 4.77001e+06
361413 , 4.77001e+06
361413 , 4.77001e+06
361413 , 4.77001e+06
361413 , 4.77001e+06
361413 , 4.77001e+06
361413 , 4.77001e+06
361413 , 4.77001e+06
361413 , 4.77001e+06
361412 , 4.77001e+06
361412 , 4.77e+06
361412 , 4.77e+06
361412 , 4.77e+06
361412 , 4.77e+06
